Product Name (English),Product Status,Product Token,Product Type,Description (English),Selling Method,Case Size,Minimum Order Quantity,Item Weight,Item Weight Unit,Item Length,Item Width,Item Height,Item Dimensions Unit,Packaged Weight,Packaged Weight Unit,Packaged Length,Packaged Width,Packaged Height,Packaged Dimensions Unit,Option Status,SKU,GTIN,Option 1 Name,Option 1 Value,Option 2 Name,Option 2 Value,Option 3 Name,Option 3 Value,USD Unit Wholesale Price,USD Unit Retail Price,CAD Unit Wholesale Price,CAD Unit Retail Price,GBR Unit Wholesale Price,GBR Unit Retail Price,EUR Unit Wholesale Price,EUR Unit Retail Price,AUD Unit Wholesale Price,AUD Unit Retail Price,Option Image,Preorder,Ship By Date (YYYY-MM-DD),"Ship By End Date (if range, YYYY-MM-DD)",Deadline To Order (YYYY-MM-DD),Sell After Order By/Ship Date,Product Images,Made In Country,Tester Price (USD),Tester Price (CAD),Tester Price (GBP),Tester Price (EUR),Tester Price (AUD),Customizable,Customization Instructions,Customization Input Required,Customization Input Character Limit,Customization Minimum Order Quantity,Customization Charge Per Unit (USD),Customization Charge Per Unit (CAD),Customization Charge Per Unit (GBP),Customization Charge Per Unit (EUR),Customization Charge Per Unit (AUD),Continue selling when out of stock,On Hand Inventory,On Hand Inventory (Read Only),Restock Date,HS6 Tariff Code
Happy Valentine's Day - letterpress cards,Published,p_b9pg5q9pmq,Valentine's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1266,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/dca795193157ab1816c1f096147115efac940f5d0e1c50c8b663d656a929ce5a.jpeg,United States,,,,,,No,,,,,,,,,,Yes,176,176,,490900
Thank You Jar of Hearts - letterpress card,Published,p_3my5ccau,Thank You Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1136-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/94cb8fcafc17a56fe2cb033f36bbc702d4c0a0c51708d855cd2dbfa5651150e0/1548199671.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/9d68a95044d142f05638f7548509f87761f48f44184bf8ffe0316dbbf1f48f18/1540987365.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/e713582302dbdc5349c2944f1615a1ae86df6e24657370d05619c6d03199d4c5/1540987365.jpg,United States,,,,,,No,,,,,,,,,,Yes,164,164,,490900
Wreath Thank You - letterpress card,Unpublished,p_9exm135l,Thank You Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1082-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/08782d366e52a8ea112d323eb11c43424b1e69efac2fe4055a431ecc9cf50761/1540987567.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/9497722c2c4bd75b03c89fff35710cd7341a28ada7b5aa93f299a722519cf2a3/1540987567.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Thank You Yellow Dahlia - letterpress card,Published,p_9c45it1w,Thank You Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1139-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/660649198a63900227dbe088ca8fd12948c4145d7ad7b42904d0d2c4c1d8c82b/1540987842.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/1fd03de00f844005d2cce8b2594b7c4c610b1ade602d7187d9480e6ddc39cced/1540987842.jpg,United States,,,,,,No,,,,,,,,,,Yes,80,80,,490900
Congratulations Mr. & Mrs. - letterpress card,Published,p_cw9y6z7w,Congratulations Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1150,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/27e177b0c56b5844a5f109574cae2fafb29bf6efdce3ec9d883935201628cf76/1541000101.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/22ac9f1ce21c8f47ff509770c73418bee77454dd08c41bfdc2fadbf16c7070cd/1541000101.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/e678f367607eef1215e81bda152b48aa67165fbc762689a99f6725090abe413e/1541000101.jpg,United States,,,,,,No,,,,,,,,,,Yes,158,158,,490900
Arrow Love & Wish - letterpress card,Published,p_3bt9azw1,Wedding Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1026,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/5c63d574c8bfa2dc6f50d8efa813d65f678de2d93e7686b5e88aee9ea5b17be5.jpeg https://cdn.faire.com/fastly/c102a8252cbd368cbecb7218f8724f29b6030e034678169b0a5bd6c1be3b0f8d.jpeg https://cdn.faire.com/fastly/4b4da24ef110b72c5025dc0273d1e1545b4bb239065fd24fcf723d5c60ed8ebb.jpeg,United States,,,,,,No,,,,,,,,,,Yes,152,152,,490900
Arrow Lovebirds - letterpress card,Published,p_6csn0bzz,Love Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1030,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/2e6cae439920fb161f6ef740fc74cd770f5b75e7e1e4b4b9778a8f387a5dfc43.jpeg https://cdn.faire.com/fastly/bf906a7019352260042f9775d8de58d7da2f5dff47e2b2de02a9cf9c452d9c7a.jpeg,United States,,,,,,No,,,,,,,,,,Yes,170,170,,490900
Let’s Do This - letterpress card,Published,p_51itusuj,Encouragement Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1021,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/044420533f7cc37aa46574d448045dabc9026a7a0d17a0e70b576564472e16f0/1541001635.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/aac18ac2360c18f61447a0dc28caefaac94add837fd5bbaa52be84dcf26d3b2f/1541001635.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/791f211220656218c64eaaa8f915e90a7bef5f25fa6bb39db37804dbf7db6be7/1541001635.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/f142b445acaaacb7d1d462531c4df0656148556a95d4db7ad8c6fa7f4b421b40/1541001635.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/c2bf0253c91d11c94e9a0a1c22e67e49b760f44410ae82f9ed192a093001f88a/1541001635.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
"Congrats, You Deserve It - letterpress card",Published,p_ddm1rqxx,Congratulations Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1188,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/9d2448e92bc760f363e135cc8214538e61ad98189565f5fc47220092688f9c66/1541002310.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/4deb9fa38e249873874f7df375f374947e4596ebdabffd2e6be3ae5b0f651a40/1541002310.jpg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
Miss You So Much - letterpress card,Published,p_ead1loyr,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1177,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/3476ec9862f058f46570a0162c786961f0c3cbf90872651cee33c592f011fc72/1548199769.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/cae341b45f40d0e1ffc8ad49c82514578ec501b6510ebced95b9084d78d22af7/1541003392.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/bb5bb2d2b662a62aa9c6917704d270e74acbe1198b248f5eaeb0d34bf58bbd7d/1541003392.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/10296e5064f92db100d04d127816cab5ff1b24b82ef450e54bb747750b6a7a7e/1541003392.jpg,United States,,,,,,No,,,,,,,,,,Yes,158,158,,490900
"Dahlia Peace, Love, Comfort - letterpress card",Published,p_c8y7zvrb,Sympathy Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1122,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/75a002ffbf54ac71b0e3c4aa5dd843fa567672a4d4f29bb254c18469653d36b1/1541004046.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/dd90fb2db72ddaf1ac9cce092b784cd5bb425153522efc0e74b75b32edba631b/1541004046.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/42e5bb6d9d767fc0f38ff1164b1164ad17d38e3ed98dcd70b574c63c11825bae/1541004046.jpg,United States,,,,,,No,,,,,,,,,,Yes,110,110,,490900
French Floral Sympathy - letterpress card,Published,p_164cjcgi,Sympathy Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1086,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/9e2bc5cee2a6f9058eb7a561953d12008446ca432f100fd8dd6d1a7bfb68e4b3/1541004702.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/9deead35849863b5959d9477dee4dbeef95e816b3c24ab62b802450d29bd7370/1541004702.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/9dfa7a764a88e683dd898a4c67242eb2ccca625e00b1bf0f0e2fbcd7fcb41950/1541004702.jpg,United States,,,,,,No,,,,,,,,,,Yes,74,74,,490900
Never Enough Yarn - letterpress card,Published,p_e25s3c2a,Everyday Greeting Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1043,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/bf3607d24b915b4265528ce16d8d4490cd1d7504b44fdca403937deca0810c00/1541005024.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/79e7333c5c01b9f380174945fd707fb1aed9a70c4ca450847b823ad1378c390d/1541005024.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/e540cee2040c899185696fc1d35ff89c109e8e96d4273a54bfd4b5c3518f5f92/1541005023.jpg,United States,,,,,,No,,,,,,,,,,Yes,128,128,,490900
Yarn Jar of Needles - letterpress card,Published,p_cfgwtk85,Everyday Greeting Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1041,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/f8e9fe37fe8129b1cb95bc5ae1a6c2bb4283b2023c87b26472d1becbfc926ed4/1541005119.jpg,United States,,,,,,No,,,,,,,,,,Yes,158,158,,490900
Bee Mine Queen Bee - letterpress card,Published,p_2jnnpnej,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1196,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/edbdc7ea03cf980bad91a94598bb310cf56ffe6f4c89d72896f97115d44430cc/1541064311.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/3136ea4cdbf8b8a379bd6f6f20a5319083aa09ca9cb6aafdb323fc58eb8db2d9/1541064311.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/e99b8e5556269c080c1129623c1922bff9cf3800b3233ebc690c63db34c136c9/1541064311.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/ed5cb99d6ca064c17c111b25627dd0ffb55b3e76803c4c06e6c0c2d4242bd639/1541064311.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Hooray It's Your Birthday - letterpress card,Published,p_725p9j2n,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1231-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/8fb5c0f943b67f7e03f652d6b72904945fa4b6fd8ca778d39f84d6c674fb20f1.jpeg https://cdn.faire.com/res/hszgttpjt/image/upload/7e1d73254cb90663e18765deca7c3f594143dd4578d9fedaaf417fd18f013124/1540979055.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/b538b9ed627a263254ae04f67232c5371a27477022de5abb33c6163a5f661725/1540979055.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Happy Birthday French Girl - letterpress card,Unpublished,p_9oo3nej6,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1232-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/5fca03bf2c9523257b6c7e97538c00494e5afefb18b432f7e84de2e0c39e8e27/1540979243.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/9c28b4d482fa8e56911e5be12075a64f2b03fa87385e9d3166ecbb7782153a20/1540979243.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy Birthday Sweet Tea - letterpress card,Published,p_dwaw5j4p,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1237-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/dd8ed7781dfd17f86bd253e244a836204e399866faf0e8f138daba6af83427a9/1540980054.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/d6df569515c0109be844c38ca6e0e412e9841c9e9c55c015683cce1e17d53fe9/1540980054.jpg,United States,,,,,,No,,,,,,,,,,Yes,176,176,,490900
Happy Birthday Floral Heart - letterpress card,Published,p_2pivg7g8,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1198,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/88707b37e1d9fce7cad073932e899a16b25dd354df74948b051a984396445b62/1540981702.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/958c44ff537cc7d609b1920ded1e1f0606ff95cd560f350b57aeb7510c1e6e1c/1540981702.jpg,United States,,,,,,No,,,,,,,,,,Yes,152,152,,490900
Happy Birthday Gerber Daisy - letterpress card,Published,p_4mmrm0b5,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1199,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/f3574c0c821a9df2cacf59f7ae943af168fe60371cd2db83032d42a7f77a51c9.jpeg https://cdn.faire.com/res/hszgttpjt/image/upload/036611af74f7c8a8c3db614c2be4971ffd13860c1163517738fbd37df04219ab/1540981883.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/7baf775a527acdc4670cc60faf9636379c63d85274bf86bb61a3bbe2b929a4ad/1540981883.jpg,United States,,,,,,No,,,,,,,,,,Yes,146,146,,490900
Happy Birthday Absolutely Perfect - letterpress card,Published,p_enzt7b4i,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1201,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/85ca7350d086dbb08809ac9038a67c05c33acaa36d28d955d968c193e84f372f/1540982083.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/7ee80727d102a636a0dfd18e1daab28c2ef7ba71fcac77a6734f65b1fe6bd883/1540982083.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/847afd77567fa335eac6d6be725e3b6ae611a11b788cb62e1f1d407241722628/1540982083.jpg,United States,,,,,,No,,,,,,,,,,Yes,158,158,,490900
Happy Birthday Gorgeous - letterpress card,Unpublished,p_a0ggk91n,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1110,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/d3bdfe3c9d5a1235911a90755730cdc6e594786b8b5cf62f287bea5bcc4effab/1540983308.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/90cc73024a256a8a96a6d26a03c04ab87208b09be01d888adc408e74a25a92fc/1540983308.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy Birthday Balloon - letterpress card,Published,p_bsrz8utd,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1113,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/c1f1393bdbf532c460524b5916b7b6e684f4fbbf07250cf89bfd38cc0e9c046c/1540983483.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/42017a1e8e9ac80b45ab82f09c9141a6cd45352c1139b9de05f45748190b0c77/1540983483.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/e2bac7434c62c5d51ac8bd4113713b3b8dcf6e76ae922cee4bdb2b59549c9352/1540983483.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy Birthday Beach - letterpress card,Published,p_8dtz3no7,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1094,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/3eac0d62e3a456d158639c608bffcf6f9f16982c6cc8fc77b62e9ee630868560/1540983962.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/d0b66b7cc219ccd40b353bc1a26cdb1cd7934d81eaad068d41f6228c0ca937d2/1540983962.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/73e25e1a253d6ba562137ce7f93fbb03363b17c2e647240c60d758cb799bb8d8/1540983962.jpg,United States,,,,,,No,,,,,,,,,,Yes,128,128,,490900
Bar Mitzvah Notes - letterpress card,Published,p_e45vvp6r,Bar/Bat-Mitzvah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1127,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/a1443b559ea1828aa3a03ae79cb1bc52210d9b3d772d91ae97f1db7ffcb8862c/1540986068.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/de68b7162a9a69f49a339f1f7a6d54492759be6bc07fbed733c10a108bce7bd7/1540986068.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/582fb8dc356f8efa31450811cccf50aa13a75b8b5ea3de031aa3c619d62a6437/1540986068.jpg,United States,,,,,,No,,,,,,,,,,Yes,74,74,,490900
Mazel Tov - letterpress card,Published,p_7c9qlb95,Congratulations Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,0.03,lb,,,,in,,,,,,,Published,1128,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/42acf1e8e31994fb4cfe6e7855175e6593670f7ad22318db8a720c551182abdc/1540986147.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/d72e3ae886f4710a59994f82cdae5e5a61017f593f7b9f05d5b88df47b1aca58/1540986147.jpg,United States,,,,,,No,,,,,,,,,,No,122,122,,490900
Floral Bat Mitzvah - letterpress card,Published,p_47f7rsb0,Bar/Bat-Mitzvah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1125,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/988c3bda27430932097ae58f135b7c3680ec85553b2c91ed5407aa94c627791e/1540986227.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/a5183ee0a25a878f9a5a9a468d93c4932e8387758029098815d334b8db862cb6/1540986227.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/38d7e6c59ee21733e8dcb4ebbc575edd6056a1fc88809d5ea0ea3c3a47cdaf60/1540986227.jpg,United States,,,,,,No,,,,,,,,,,Yes,20,20,,490900
